           0   0.000000
       10000  -0.842467
       20000  -3.007578
       30000  -5.128650
       40000  -7.444458
       50000 -11.367387
       60000 -11.310729
       70000 -13.863470
       80000 -17.702848
       90000 -18.326783
      100000 -24.781057
      110000 -27.607503
      120000 -26.599200
      130000 -25.950447
      140000 -27.022268
      150000 -26.420378
      160000 -24.432994
      170000 -31.436817
      180000 -32.470557
      190000 -36.773498
      200000 -40.100808
      210000 -40.640972
      220000 -40.650541
      230000 -41.322382
      240000 -40.343018
      250000 -44.132391
      260000 -41.725599
      270000 -38.656403
      280000 -40.664709
      290000 -43.483304
      300000 -42.919279
      310000 -45.398414
      320000 -46.143486
      330000 -46.653936
      340000 -54.106484
      350000 -47.458806
      360000 -48.099451
      370000 -49.771681
      380000 -53.256883
      390000 -51.006546
      400000 -54.394267
      410000 -51.525050
      420000 -49.683791
      430000 -48.145920
      440000 -52.396838
      450000 -51.702059
      460000 -56.454113
      470000 -53.780151
      480000 -53.057999
      490000 -55.853361
      500000 -51.716719
      510000 -48.717023
      520000 -51.100548
      530000 -56.114044
      540000 -56.910542
      550000 -54.141301
      560000 -51.746770
      570000 -53.097737
      580000 -57.272621
      590000 -54.941027
      600000 -58.988874
      610000 -55.399570
      620000 -53.438799
      630000 -56.904472
      640000 -53.032938
      650000 -52.212688
      660000 -54.910350
      670000 -54.691301
      680000 -51.469382
      690000 -56.038125
      700000 -55.568828
      710000 -54.330168
      720000 -49.753608
      730000 -50.750108
      740000 -56.696316
      750000 -48.863629
      760000 -51.323001
      770000 -54.994498
      780000 -53.618874
      790000 -51.517194
      800000 -57.305087
      810000 -54.933441
      820000 -56.366295
      830000 -52.660881
      840000 -57.928288
      850000 -59.197534
      860000 -55.653526
      870000 -55.683685
      880000 -59.802577
      890000 -57.536649
      900000 -60.600341
      910000 -64.373786
      920000 -63.365730
      930000 -66.236630
      940000 -66.060993
      950000 -63.472608
      960000 -62.500180
      970000 -63.366527
      980000 -64.530647
      990000 -61.187657
     1000000 -63.910946
