           0  -0.991307   0.000  0.000  0.000   
      100000  -1.041693   0.675  0.583  0.000   
      200000  -1.085120   0.677  0.575  0.000   
      300000  -1.129742   0.692  0.571  0.000   
      400000  -1.138269   0.704  0.569  0.000   
      500000  -1.129304   0.709  0.567  0.000   
      600000  -1.171967   0.709  0.565  0.000   
      700000  -1.170196   0.707  0.563  0.000   
      800000  -1.136382   0.706  0.562  0.000   
      900000  -1.189101   0.706  0.560  0.000   
     1000000  -1.181631   0.701  0.558  0.000   
