           0  -1.014836   0.000  0.000  0.000   
      100000  -1.096319   0.712  0.580  0.000   
      200000  -1.164269   0.720  0.574  0.000   
      300000  -1.180342   0.735  0.572  0.000   
      400000  -1.162652   0.745  0.571  0.000   
      500000  -1.172627   0.752  0.571  0.000   
      600000  -1.196267   0.756  0.570  0.000   
      700000  -1.169976   0.759  0.570  0.000   
      800000  -1.174399   0.761  0.569  0.000   
      900000  -1.206132   0.763  0.568  0.000   
     1000000  -1.208327   0.764  0.568  0.000   
