           0   0.000000
       10000 -23.834562
       20000 -32.651245
       30000 -38.554379
       40000 -48.125533
       50000 -61.024393
       60000 -56.810952
       70000 -57.463079
       80000 -60.926752
       90000 -66.094378
      100000 -72.794601
      110000 -76.285921
      120000 -78.301471
      130000 -78.710568
      140000 -81.847909
      150000 -77.458774
      160000 -83.732377
      170000 -80.426141
      180000 -83.199142
      190000 -82.913423
      200000 -84.560254
      210000 -84.202499
      220000 -82.141257
