           0   0.000000
       10000  -5.155517
       20000  -9.402073
       30000 -16.461335
       40000 -20.924366
       50000 -22.230204
       60000 -20.654022
       70000 -26.628079
       80000 -31.588150
       90000 -33.650243
      100000 -40.486586
      110000 -35.554059
      120000 -33.831591
      130000 -33.984843
      140000 -35.985105
      150000 -38.603226
      160000 -38.157285
      170000 -42.708210
      180000 -49.082079
      190000 -43.952615
      200000 -43.157436
      210000 -44.396228
      220000 -40.377035
      230000 -42.981892
      240000 -41.908555
      250000 -45.733083
      260000 -48.347894
      270000 -52.527273
      280000 -50.181101
      290000 -60.192471
      300000 -58.095663
      310000 -60.026848
      320000 -58.148941
      330000 -58.110345
      340000 -59.036481
      350000 -58.979906
      360000 -56.866179
      370000 -57.971988
      380000 -62.460968
      390000 -61.362659
      400000 -59.700621
      410000 -59.855707
      420000 -57.732449
      430000 -56.854378
      440000 -62.560364
      450000 -63.085519
      460000 -62.941221
      470000 -65.245796
      480000 -62.988756
      490000 -68.819259
      500000 -70.968861
      510000 -66.647027
      520000 -66.901644
      530000 -69.422227
      540000 -66.463950
      550000 -65.651411
      560000 -60.992533
      570000 -60.806263
      580000 -66.427478
      590000 -68.260506
