           0   0.000000
       10000  -6.343940
       20000 -10.567800
       30000 -26.026338
       40000 -31.090474
       50000 -35.850238
       60000 -39.910341
       70000 -46.826897
       80000 -48.203811
       90000 -49.637573
      100000 -54.604090
      110000 -52.168317
      120000 -57.750559
      130000 -62.949916
      140000 -65.421127
      150000 -62.094605
      160000 -64.451119
      170000 -61.474892
      180000 -60.438005
      190000 -63.454489
      200000 -61.385194
      210000 -66.229220
      220000 -71.442418
      230000 -66.576571
      240000 -70.282080
      250000 -74.029429
      260000 -74.267859
      270000 -71.342584
      280000 -70.981335
      290000 -71.845207
      300000 -72.554928
      310000 -73.172198
      320000 -71.840363
      330000 -75.516477
      340000 -76.789004
      350000 -76.703967
      360000 -77.033473
      370000 -75.349695
      380000 -73.313739
      390000 -72.980327
      400000 -77.924805
      410000 -77.116932
      420000 -78.795308
      430000 -75.736738
      440000 -79.569589
      450000 -75.721850
      460000 -77.369868
      470000 -76.935864
      480000 -77.620317
      490000 -80.925515
      500000 -79.896100
      510000 -81.285956
      520000 -76.848484
      530000 -75.948727
      540000 -79.808747
      550000 -80.595978
      560000 -79.698411
      570000 -81.845918
      580000 -79.686637
      590000 -82.266921
      600000 -82.514163
      610000 -79.775763
      620000 -76.534069
      630000 -77.420015
      640000 -77.880495
      650000 -80.299437
      660000 -80.599965
      670000 -81.538365
      680000 -80.251308
      690000 -77.404635
      700000 -77.825578
      710000 -78.817727
      720000 -82.533472
      730000 -74.950310
      740000 -76.883519
      750000 -71.614727
      760000 -76.792588
      770000 -77.304711
      780000 -78.686041
      790000 -79.696018
      800000 -73.498778
      810000 -81.352869
      820000 -77.690537
      830000 -80.196933
      840000 -83.780456
      850000 -86.546646
      860000 -83.431458
      870000 -85.865966
      880000 -87.419657
      890000 -83.867244
      900000 -86.260139
      910000 -89.425563
      920000 -86.486108
      930000 -86.266162
      940000 -84.865524
      950000 -84.146550
      960000 -85.644677
      970000 -84.674375
      980000 -81.703805
      990000 -82.170425
     1000000 -87.600878
