           0  -1.031268   0.000  0.000  0.000   
      500000  -1.108412   0.507  0.538  0.000   
     1000000  -1.121890   0.518  0.534  0.000   
     1500000  -1.120993   0.522  0.533  0.000   
     2000000  -1.143066   0.526  0.533  0.000   
     2500000  -1.154278   0.530  0.533  0.000   
     3000000  -1.151889   0.533  0.533  0.000   
     3500000  -1.164985   0.533  0.533  0.000   
     4000000  -1.174766   0.535  0.532  0.000   
     4500000  -1.175253   0.539  0.533  0.000   
     5000000  -1.166165   0.539  0.532  0.000   
