           0  -1.022329   0.000  0.000  0.000   
      500000  -1.087417   0.502  0.535  0.000   
     1000000  -1.148874   0.499  0.530  0.000   
     1500000  -1.149834   0.490  0.526  0.000   
     2000000  -1.145633   0.487  0.524  0.000   
     2500000  -1.169388   0.489  0.523  0.000   
     3000000  -1.163344   0.481  0.520  0.000   
     3500000  -1.172613   0.479  0.519  0.000   
     4000000  -1.169711   0.477  0.518  0.000   
     4500000  -1.180446   0.475  0.517  0.000   
     5000000  -1.160589   0.474  0.517  0.000   
